#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         
0.600 0            0.999995        563.136         5583        1270        1502        1964        689439223     601513938     7829472       0             29630521353   16921692936   1070395756    234834291     58178488      40493774      30653752      24572225      20474126      17554045      15353030      13650029      12284227      11175496      10239761      9450606       8776915       8190204       7683489       7227519       6828681       6471885       6142802       5849681       5585171       5342986       5120888       4916394       4728675       4549673       4389838       4236528       4098137       3961066       3838833       3728109       3615393       3512339       3415357       3320501       3232248       3150918       3070878       2996211       2925433       2857791       2794161       2728639       2670741       2613797       2558184       2507405       2456013       2407753       2362207       2319850       2274843       2233741       2192409       2156368       2117425       2078248       2031087       1962512       1823261       1528186       944000        
0.600 1            1               7.39117         2042        8           20          146         2891476158    2839721713    2190177       0             7124670454    5202970924    49161195      1880463203    438991471     208486817     114056562     66812770      40496184      25105287      15853706      10123697      6513098       4216101       2741402       1790705       1182368       790078        545888        399316        330461        327238        386961        498149        642410        787929        902751        964615        966976        925969        875308        859889        911268        1067020       1341717       1735087       2231386       2800219       3398844       3966827       4451365       4797818       4966617       4935772       4703503       4312522       3801951       3225548       2649744       2116010       1661207       1295698       1018646       806682        643798        507274        389488        282422        190093        116765        64387         31118         12503         4272          1055          205           18            
0.600 2            0.999999        166.41          3772        571         744         1083        1489367384    1408607339    4402801       0             15805681497   9875156230    277247089     1038887511    68009192      41032726      30241947      24409776      20416441      17539720      15351944      13641979      12284155      11171149      10241102      9449995       8780445       8191274       7678258       7227473       6818442       6473542       6148401       5847671       5586540       5342113       5122986       4913727       4726483       4551154       4390200       4238295       4097852       3966584       3841974       3722363       3614688       3510886       3413033       3321360       3233884       3149534       3070334       2996181       2924973       2857344       2790804       2723721       2662382       2602715       2536742       2467904       2388324       2298500       2188098       2055510       1883235       1674911       1428332       1153267       863418        589339        352627        178441        71101         19597         2785          
0.600 3            1               1.00252         137         3           4           12          4539640104    4507802337    4705          0             6052392527    5059819131    76324         3333927500    797208177     247468291     80256404      26881903      9335650       3401773       1310536       538773        235257        108466        52009         25651         12994         6473          3472          1660          900           458           235           139           117           132           345           923           2270          5408          11982         25874         52206         100830        183345        317969        522211        810483        1195577       1664832       2199117       2746883       3249758       3616675       3804695       3775574       3520544       3080625       2526719       1939542       1387013       922167        569145        323648        169298        81875         35073         13863         4704          1431          416           95            16            2             1             0             0             
0.500 0            0.999996        442.593         5310        1046        1265        1709        756140032     668386927     6982483       0             17527808454   9968611012    542524780     304596352     56812293      40003377      30512394      24527742      20477204      17561336      15363367      13653155      12285884      11169707      10240359      9456967       8778303       8195658       7675072       7226103       6831166       6467692       6142420       5853237       5586216       5340667       5123630       4915410       4725767       4548984       4386623       4234100       4095551       3962714       3839228       3725308       3615235       3510322       3410903       3322933       3234435       3151977       3071378       3001477       2925711       2857250       2792461       2730921       2669731       2614590       2558391       2508979       2457806       2411258       2362585       2320205       2273487       2233781       2195504       2147758       2104067       2050842       1970565       1837909       1607760       1221021       654804        
0.500 1            1               6.49539         2085        5           15          149         3028078882    2976266858    1849596       0             5224437573    3759881690    28779359      2017433442    449304871     211186675     114125655     66170688      39485306      23784833      14635500      9082826       5667660       3552165       2231962       1411000       894644        574807        375449        256683        192212        174408        200969        275412        394626        537251        674269        772197        810643        782444        713546        634825        588084        614032        735813        972807        1326668       1795162       2355174       2970487       3594018       4162247       4610338       4896069       4969218       4821847       4478078       3972527       3370354       2751462       2165168       1662425       1258287       957889        739694        580620        454040        346000        248502        164564        96770         50531         22374         7967          2278          380           40            
0.500 2            0.999999        131.385         3777        465         635         980         1488228091    1407643721    2895374       0             9373009594    5774506334    97880081      1030796298    74707733      42260368      29888164      24168123      20257574      17470730      15325134      13635462      12286839      11167606      10239620      9453887       8781020       8193462       7683057       7227391       6828123       6472831       6146243       5854863       5586006       5337768       5117879       4915875       4724305       4553608       4387997       4233963       4095394       3959907       3840663       3725142       3611879       3510468       3413113       3324159       3235433       3150578       3071333       2997002       2923487       2859154       2786722       2719908       2655999       2587740       2517936       2445531       2358375       2261585       2143698       2006973       1838665       1639902       1411164       1156170       890969        633890        402008        219612        96027         30406         5170          
0.500 3            1               0.617037        155         1           3           9           4817809639    4788741674    2673          0             4511922165    3832899621    26793         3643288174    826803277     224759949     63115375      18181583      5407087       1681379       553003        194280        73226         29282         12267         5186          2283          1044          472           223           94            41            18            6             3             4             7             23            80            233           606           1667          4331          9919          22613         48156         95675         180202        319451        532086        837334        1240508       1729438       2265346       2787742       3215716       3481566       3519039       3321092       2915723       2382916       1801397       1257001       804368        471301        251801        121846        52671         20249         6715          1952          500           98            11            4             0             0             
0.400 0            0.999997        354.563         5632        894         1113        1570        856851521     769556610     5748276       0             10117072623   5723472835    241416757     410185490     54952998      39092953      30157572      24411341      20431402      17538936      15361007      13660946      12281539      11166303      10241788      9454152       8776632       8195295       7677424       7225695       6829673       6470403       6142949       5855664       5589252       5339108       5119411       4919349       4724127       4553304       4390924       4236140       4098179       3960286       3837194       3724786       3613874       3513213       3411414       3322197       3237268       3148443       3069816       2997039       2926257       2859398       2789920       2731333       2670663       2615902       2560733       2502639       2455278       2410445       2363785       2316528       2272104       2225417       2176327       2122575       2046869       1945800       1797495       1579407       1273639       873987        419534        
0.400 1            1               5.58165         2254        3           9           145         3278411310    3229099459    1428114       0             3785192843    2750794259    14516325      2285821277    450124394     211360170     113403688     65311236      38211863      21800027      12873308      7640413       4555050       2715313       1621789       970848        584533        353315        217843        139674        95414         74784         77525         111878        182521        289626        417831        538182        614766        628097        580418        491370        394769        327901        316838        381669        534104        785240        1141966       1599556       2152901       2763127       3395822       3974816       4439267       4734700       4801670       4636318       4256732       3713127       3089202       2451011       1860678       1374389       1000640       732598        547299        409535        304553        213099        136969        76823         37026         14531         4323          860           98            
