#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         
0.950 0            0.99999         74.0519         578         149         178         239         25720909      24444479      123093        0             623741434     547556532     6427437       7647291       3772911       2534040       1901062       1520828       1267512       1086046       949730        844961        760304        691670        633734        584760        543173        505096        477791        
0.950 1            0.999995        40.2883         652         97          146         238         52229344      51373386      85037         0             1005952927    928789266     6925200       33872458      6166486       3183373       1917395       1299595       1023457       905436        854529        804020        714726        585078        426742        270880        140717        53298         11154         
0.950 2            0.999989        84.2697         759         211         250         325         45444191      44429693      124427        0             1122891602    1018191646    11759044      28273900      4243148       2648857       1954122       1540774       1274767       1083628       940229        823166        722784        623189        516157        391309        253046        122121        32994         
0.950 3            0.999988        100.063         448         208         235         278         71297776      70564825      61653         0             5435368468    5055922908    28997841      54508299      8596027       2988634       1315124       653506        381709        302973        321980        373029        415701        426177        389512        306774        198410        94758         25163         
