#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  overtices-woE avertices-woE wrong-v-woE   ts-ao-woE     ts-all-woE    ts-nonouro-E  ts-all-E      bsit-mp-E     noncyc-woE    noncyc-W      CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CSE-1         CSE-2         CSE-3         CSE-4         CSE-5         CSE-6         CSE-7         CSE-8         CSE-9         CSE-10        CSE-11        CSE-12        CSE-13        CSE-14        CSE-15        CSE-16        
0.950 0            0.999991        73.5825         575         148         177         237         0             0             0             0             0             0             0             0             0             0             0             0             1.28878e+06   7.68e+06      2.57757e+06   0             1.28878e+06   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             7728780       3813798       2559959       1919230       1536977       1279359       1095653       960235        852947        769152        697984        640920        590800        548551        509932        481771        
0.950 1            0.999995        39.5629         659         95          143         235         0             0             0             0             0             0             0             0             0             0             0             0             864747        7.68e+06      1.72949e+06   0             864747        0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             34207516      6233219       3216140       1933431       1310451       1034065       915534        861101        810557        724578        591500        431629        273247        142514        54249         11358         
0.950 2            0.999989        82.6965         751         208         246         320         0             0             0             0             0             0             0             0             0             0             0             0             1.02546e+06   7.68e+06      2.05093e+06   0             1.02546e+06   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             28573589      4280276       2680042       1975573       1557271       1286666       1095251       948120        830935        729900        630381        520354        395082        255337        123393        32990         
0.950 3            0.999989        97.5103         425         201         228         270         0             0             0             0             0             0             0             0             0             0             0             0             741984        7.68e+06      1.48397e+06   0             741984        0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             55143529      8660482       3018031       1330985       659936        383931        304389        322409        373197        419778        430847        393637        311137        200825        95680         25823         
