#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  overtices-woE avertices-woE wrong-nonvertices-woEts-ao-woE     ts-all-woE    ts-nonouro-E  ts-all-E      bsit-mp-E     nonouro-cyc-woEnonouro-cyc-W CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CSE-1         CSE-2         CSE-3         CSE-4         CSE-5         CSE-6         CSE-7         CSE-8         CSE-9         CSE-10        CSE-11        CSE-12        CSE-13        CSE-14        CSE-15        CSE-16        CSE-17        CSE-18        CSE-19        CSE-20        CSE-21        CSE-22        CSE-23        CSE-24        CSE-25        CSE-26        CSE-27        CSE-28        CSE-29        CSE-30        CSE-31        CSE-32        
0.950 0            0.999989        340.691         2174        672         788         1008        0             0             0             0             0             0             0             0             0             0             0             0             1.25738e+07   3.072e+07     2.98883e+07   0             1.27885e+07   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             31466171      15220502      10231800      7676465       6142912       5122722       4387895       3839922       3413300       3072164       2789113       2559097       2364455       2194746       2046750       1919603       1807385       1704845       1618644       1537859       1462956       1396464       1335899       1278685       1229747       1182285       1137912       1096122       1060101       1024140       985462        951215        
0.950 1            0.999999        46.0111         1469        101         178         381         0             0             0             0             0             0             0             0             0             0             0             0             6.60331e+06   3.072e+07     1.65404e+07   0             6.61427e+06   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             272244864     47846370      24469237      14341463      8839861       5598554       3671273       2499359       1794222       1395901       1195940       1135879       1181564       1303188       1465100       1622481       1730996       1754199       1682427       1516623       1284049       1018414       761711        532313        345388        206639        112206        53918         21876         6977          1538          197           
0.950 2            0.999988        369.815         2718        931         1064        1308        0             0             0             0             0             0             0             0             0             0             0             0             1.01719e+07   3.072e+07     2.43793e+07   0             1.02279e+07   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             207182801     17291977      10902389      7951673       6237193       5160510       4404668       3846449       3417642       3075024       2794697       2559781       2361371       2192767       2047418       1916485       1802922       1700426       1603385       1508500       1414751       1313780       1199857       1064680       905298        719945        525220        340091        184333        78924         23443         3694          
0.950 3            0.999995        149.03          618         298         331         385         0             0             0             0             0             0             0             0             0             0             0             0             5.49573e+06   3.072e+07     1.35415e+07   0             5.49575e+06   0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             439605834     69592670      24511102      11082054      5463573       2657089       1278261       633585        345216        229344        201778        233108        303849        405153        527542        655335        780853        889856        965526        1001979       994536        943794        852246        729939        589976        442863        304945        185486        98012         41462         12447         2002          
