#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         CS-65         CS-66         CS-67         CS-68         CS-69         CS-70         CS-71         CS-72         CS-73         CS-74         CS-75         CS-76         CS-77         CS-78         CS-79         CS-80         CS-81         CS-82         CS-83         CS-84         CS-85         CS-86         CS-87         CS-88         CS-89         CS-90         CS-91         CS-92         CS-93         CS-94         CS-95         CS-96         CS-97         CS-98         CS-99         CS-100        CS-101        CS-102        CS-103        CS-104        CS-105        CS-106        CS-107        CS-108        CS-109        CS-110        CS-111        CS-112        CS-113        CS-114        CS-115        CS-116        CS-117        CS-118        CS-119        CS-120        CS-121        CS-122        CS-123        CS-124        CS-125        CS-126        CS-127        CS-128        
0.950 0            0.999975        12072           55913       21422       24766       30686       2681269987    2113880858    9990473       0             5360573490321 2197065196501 48241878700   525581284     242093665     162177805     121649606     97331159      81119181      69520503      60819872      54058228      48671013      44230373      40540233      37424870      34762313      32436451      30413198      28627566      27037812      25608843      24335660      23168699      22123918      21154179      20270542      19457045      18720416      18024052      17374063      16779503      16216251      15693069      15212054      14738622      14313918      13902172      13520107      13153039      12808193      12479698      12164992      11871842      11587151      11314174      11061551      10812834      10579644      10356286      10136231      9929096       9726346       9543829       9354599       9185372       9010738       8849142       8690449       8539210       8388825       8254479       8110635       7979156       7851942       7724008       7601180       7485156       7374600       7264255       7149289       7050544       6953454       6855577       6757870       6666398       6576162       6486362       6404746       6317933       6240829       6158453       6084808       6000933       5934816       5864100       5796001       5724084       5656073       5590947       5528819       5465543       5406641       5343812       5290191       5232945       5178271       5123310       5064876       5015670       4964076       4916287       4863986       4815594       4769398       4726042       4679000       4637420       4589866       4546822       4506847       4463728       4424449       4380406       4347551       4305919       4268699       4230692       4193109       4157400       4122839       4093321       4056067       4021959       3989136       3955301       3924606       3891842       3856629       3801991       3552651       
0.950 1            1               50.2414         1756        109         192         408         24560136173   24368889463   6019591       0             562164522049  453064746500  3252134315    17241812916   2972415782    1535277291    906271840     561689964     357212575     232877981     153958566     102733425     69034281      46648513      31630996      21516092      14672823      10041150      6879515       4733899       3262395       2252768       1563901       1091854       764640        539161        383465        276517        204599        155872        125221        107603        103453        111609        133418        170909        226994        300301        393266        499336        617915        739068        855822        962598        1045322       1103010       1133807       1131195       1108420       1070069       1023994       989343        975480        999727        1072877       1217573       1439137       1753628       2170181       2698517       3348192       4104482       4974635       5938318       6978239       8053832       9147771       10216366      11191782      12064673      12778605      13286336      13585962      13644775      13460022      13047292      12429131      11639271      10702121      9686985       8612551       7542425       6497286       5514021       4623873       3826241       3135797       2558284       2075100       1689574       1378221       1126637       934819        779775        652277        548814        460487        382863        315136        256802        204156        159306        121278        89908         64488         45155         30210         19818         12369         7576          4449          2518          1326          693           320           155           58            28            9             4             2             0             0             0             0             0             0             0             0             0             0             
0.950 2            0.999981        9290.35         56360       23822       26206       30430       13809745326   13316995221   3935231       0             7925544507133 4365739373173 21205219650   11679798223   289282354     177268575     127701399     99696308      82023697      69896305      60991612      54127742      48694583      44244407      40564426      37427428      34755376      32451407      30412672      28622928      27040046      25610487      24339746      23177492      22110359      21159477      20272388      19469877      18718206      18021238      17379028      16780105      16223117      15693416      15207823      14745806      14312172      13907634      13522865      13156865      12795158      12478508      12170715      11874991      11587711      11311389      11056226      10809536      10580040      10351201      10139234      9930519       9736943       9539140       9355437       9186920       9009533       8848684       8689811       8534808       8392932       8251109       8112225       7977490       7849480       7720883       7605815       7481198       7370180       7260763       7158599       7052316       6948981       6851038       6756919       6664220       6571565       6491020       6403857       6317862       6239195       6161780       6079713       6006795       5935424       5865336       5789261       5719141       5657920       5586584       5521914       5451526       5382879       5314314       5231837       5155624       5061818       4954912       4827942       4685428       4516972       4317370       4078857       3811587       3505810       3176951       2813019       2443475       2064361       1699935       1352399       1042366       772664        549799        373451        241590        148122        85957         46712         23546         11091         4686          1815          650           197           44            9             3             0             0             0             
0.950 3            1               167.73          728         307         340         396         34607790034   34462140941   3077309       0             4658413042071 3813367776924 17907645458   27193457309   4178691720    1551565963    727229759     372747033     190218029     96379258      49624693      26430114      14646969      8421082       5002427       3053841       1909158       1218573       786850        517513        341206        227199        151859        101351        68365         46424         31164         21286         14211         9654          6503          4509          3049          2012          1448          1040          934           999           1227          1929          2956          4840          8104          12547         19842         30562         44902         66316         94751         133630        185518        251167        334630        437981        564982        711742        887299        1090327       1314371       1563703       1836228       2125587       2428151       2737483       3043405       3347558       3642247       3916236       4164009       4387728       4578063       4746301       4876758       4978916       5059131       5113062       5150920       5175249       5191359       5199212       5206003       5205637       5200585       5183323       5157428       5120737       5058406       4984912       4878298       4748635       4583450       4402419       4187779       3945096       3675820       3398341       3104918       2802144       2500255       2198941       1908432       1633887       1375779       1140526       928705        742608        582548        447281        335867        245702        176574        121473        82020         53406         33223         20342         11729         6238          3243          1612          774           325           119           45            12            4             0             0             0             0             0             
