#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          
0.700 0            0.999996        7.69073         192         21          30          49          5269760       5269760       0             0             17803673      17803673      0             2036382       932461        631675        474700        379728        317487        270947        226380        
0.700 1            0.999998        4.38049         203         12          20          40          7065355       7065355       0             0             17851553      17851553      0             4112720       994716        578534        442433        371849        294441        191953        78709         
0.700 2            0.999997        4.94031         166         15          23          42          6913184       6913184       0             0             17186801      17186801      0             3932245       944828        631435        472037        366566        281195        195146        89732         
0.700 3            0.999999        1.68884         77          5           8           17          10159326      10159326      0             0             15596789      15596789      0             7629210       1482568       423309        192244        166052        146468        90869         28606         
