#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          
0.950 0            0.999989        22.2092         195         46          56          78          5140002       5140002       0             0             52544904      52544904      0             1875032       946477        633491        473680        380831        316709        271484        242298        
0.950 1            0.999987        26.4032         267         60          79          115         7240179       7240179       0             0             104159485     104159485     0             4357189       920306        590652        464035        378081        285766        177378        66772         
0.950 2            0.999984        25.7852         266         62          77          106         7091098       7091098       0             0             83789205      83789205      0             4064305       1018272       657134        475368        352868        268500        178039        76612         
0.950 3            0.999969        61.8656         448         152         194         247         9962435       9962435       0             0             413729383     413729383     0             7701409       1133609       380998        225018        177755        158946        124496        60204         
