#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         
0.950 0            0.999991        74.1374         604         149         179         239         25719375      24442258      123462        0             624356316     548056020     6457599       7646796       3769011       2535028       1901840       1520675       1265919       1089097       951185        844764        759262        691883        633999        585234        541508        506325        476849        
0.950 1            0.999995        40.2053         710         97          145         238         52215599      51359022      84799         0             1004248224    927177327     6897709       33862981      6164811       3181000       1915333       1298640       1022228       906824        852534        804536        717995        585887        427027        270690        140487        53458         11168         
0.950 2            0.999989        84.1735         710         211         250         325         45452473      44438221      125018        0             1121762131    1017185387    11798677      28275766      4246763       2653162       1953899       1539479       1276033       1085553       940419        821986        722092        623155        515442        391097        252959        121736        32932         
0.950 3            0.999987        100.296         451         208         236         279         71279298      70545203      62164         0             5448092787    5067303307    29325096      54496979      8589732       2982475       1314122       654795        383007        304251        320996        373060        419040        427274        389009        306821        198593        94111         25033         
