#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         
0.600 0            0.999993        864.37          8151        1958        2328        3060        686260845     583291181     60242684      0             42954024154   24653581225   9800897307    229247207     60274468      40742762      30681490      24568713      20481520      17550818      15367242      13659693      12290557      11176285      10242797      9452398       8778321       8192830       7674468       7226922       6828648       6470311       6143576       5852038       5587128       5341704       5123245       4915717       4722974       4552018       4391251       4235984       4094319       3962764       3839743       3725361       3615168       3509453       3410536       3321248       3231652       3152396       3074815       2997311       2926989       2856311       2795263       2729523       2667759       2614560       2560678       2509665       2454601       2409506       2362284       2318559       2275461       2234626       2193772       2157736       2118138       2078935       2033382       1969454       1833272       1533220       919300        
0.600 1            1               15.0891         2721        29          67          231         2935632133    2883553100    47461437      0             9918602437    8488680062    1217708544    1920995504    437869498     209669232     115627493     68059549      41372080      25698582      16220775      10335687      6630205       4271487       2763098       1793172       1172130       777016        524278        373687        296774        281906        321196        405555        518300        633943        729928        788564        808844        803606        806477        855276        979996        1210900       1551380       2004720       2538706       3131535       3726288       4263210       4687034       4955687       5029090       4898596       4581963       4118063       3558404       2958637       2380169       1861604       1431417       1091876       841028        654856        514189        400850        305349        222265        149119        91661         50641         24420         10153         3385          924           161           15            
0.600 2            0.999997        328.168         6605        1122        1467        2128        1547864385    1452966894    68148883      0             27787619947   18188009316   6479962820    1094530056    70991791      41712730      30500735      24475255      20437099      17535363      15357252      13648441      12291170      11169388      10241067      9459079       8775549       8193682       7680715       7226143       6828536       6466551       6146875       5849389       5580900       5341340       5119834       4916687       4725860       4549752       4389325       4236818       4096155       3960459       3839355       3724859       3613063       3508597       3413074       3322089       3235155       3148441       3070846       2996566       2927537       2855924       2791183       2724690       2659156       2593190       2526154       2449505       2362912       2261426       2135589       1976426       1782135       1552309       1288543       1006422       727755        474141        270986        129356        48478         12806         1721          
0.600 3            1               3.82295         639         10          15          28          4480540907    4448015851    30167632      0             9609068280    8718679817    735228577     3295574450    761734398     251316383     84897089      29520877      10642896      4009278       1595329       669951        300102        141320        67934         34500         17627         9061          4791          2504          1288          708           402           230           197           347           812           1880          4210          9246          19222         38635         73523         134980        234686        387614        609097        914022        1305046       1767050       2275092       2778521       3229292       3556613       3709844       3674230       3443095       3047822       2552103       2013337       1499962       1055618       697529        435301        255856        141411        73045         35410         15524         6371          2271          739           175           53            8             0             0             
0.500 0            0.999993        787.368         8626        1862        2254        3040        749546116     646722364     65060780      0             28121072662   16445147934   6741069877    293002255     61073805      40625714      30608387      24560424      20473490      17545027      15353579      13652285      12285358      11170635      10246931      9455503       8775596       8194381       7676658       7227563       6825825       6465542       6147200       5851524       5585349       5348244       5120525       4912310       4724041       4550563       4384854       4238728       4097690       3964299       3838883       3727940       3612992       3511382       3413402       3315582       3233765       3151371       3074241       2997015       2925092       2857920       2794684       2726277       2669391       2615215       2558263       2507983       2459234       2410106       2362751       2317448       2273276       2235331       2194189       2155381       2112055       2059061       1984284       1853152       1618438       1215625       620102        
0.500 1            1               16.0763         3258        29          73          272         3048440011    2996608407    47520470      0             7302460837    6283135651    860815766     2026832927    452699518     213586766     116193343     67593721      40445422      24439132      15024880      9313002       5797288       3625962       2267578       1423695       897538        571375        369315        246922        179967        154511        169178        223855        313761        422118        525982        607894        642023        641609        615524        599387        628276        734924        944239        1264174       1698926       2230813       2824870       3445895       4030903       4522850       4862432       5004164       4934190       4649853       4201584       3628281       2997722       2380625       1821793       1363269       1008710       751851        572321        445354        347065        263952        190174        126412        75064         39260         17254         6468          1758          361           31            
0.500 2            0.999998        300.293         7701        1052        1419        2138        1543745131    1449031609    72448064      0             17515016339   11692802242   4164118863    1080691605    79421061      43448033      30495410      24359173      20343143      17500144      15337510      13644705      12284519      11169757      10239998      9454969       8776062       8190971       7676531       7227816       6822743       6467537       6141950       5851662       5585151       5342700       5116438       4913063       4724311       4551959       4389277       4235585       4097759       3963899       3838436       3724444       3613954       3511702       3412351       3319921       3236478       3154568       3073349       2994551       2924933       2852328       2784756       2716420       2648644       2581291       2506813       2422397       2332357       2222092       2090933       1933659       1743710       1526236       1279749       1018800       754208        510916        307075        157347        63792         18710         2770          
0.500 3            1               3.38829         957         9           14          28          4718302064    4688355235    27364925      0             6852942357    6187348110    513067913     3533720522    811446535     237220301     69999876      21127651      6581056       2138006       729980        264556        101763        41993         18141         7745          3600          1669          802           382           187           76            40            21            15            11            29            89            211           618           1468          3710          8218          18029         37565         74203         139708        247687        416543        662839        997374        1418836       1906707       2420537       2899807       3270208       3465857       3451465       3230780       2825224       2318090       1781461       1282034       859165        537461        311937        167344        82440         37170         14919         5242          1653          409           84            14            1             0             
0.400 0            0.999994        764.108         10488       1880        2316        3206        845550097     743164981     67993481      0             18167945700   10851919754   4384585184    388258804     63596172      40655535      30487853      24506862      20462250      17546798      15358207      13649753      12288138      11169790      10241549      9453430       8778449       8193478       7676810       7230660       6822277       6466522       6139463       5848171       5586009       5342528       5118047       4913451       4726741       4549381       4389179       4237357       4096042       3964459       3843592       3723492       3612228       3509975       3412523       3320239       3237822       3151072       3072662       2996302       2924383       2856965       2793177       2731842       2671591       2615840       2558773       2506891       2457058       2408957       2363530       2318058       2272436       2228575       2183890       2128679       2060441       1965056       1818903       1590808       1263793       832932        363447        
0.400 1            1               17.8494         4524        29          79          327         3252298603    3203034096    45129503      0             5282131999    4584916435    575484048     2227527815    466311441     217586660     117020868     67442996      39579043      22855078      13528957      8058666       4811965       2877017       1722089       1033365       621851        375396        230392        145094        96800         73373         71306         94858         148666        227463        323128        411635        471951        488565        468627        426258        394636        403508        477449        637135        896979        1256269       1718948       2264637       2862138       3460968       4013558       4445716       4706877       4764928       4601144       4241116       3726057       3117822       2484669       1897220       1391343       996976        711064        517595        388277        296665        223689        160786        104344        59728         29177         11561         3509          711           81            
