#Load Traffic-Mode Throughput      Mean-Delay      Max-Delay   P90-Delay   P95-Delay   P99-Delay   cycles        cycles-ourob  cycles-wrong  cycles-bc     cyc-weights   ocyc-weights  wcyc-weights  CS-1          CS-2          CS-3          CS-4          CS-5          CS-6          CS-7          CS-8          CS-9          CS-10         CS-11         CS-12         CS-13         CS-14         CS-15         CS-16         CS-17         CS-18         CS-19         CS-20         CS-21         CS-22         CS-23         CS-24         CS-25         CS-26         CS-27         CS-28         CS-29         CS-30         CS-31         CS-32         CS-33         CS-34         CS-35         CS-36         CS-37         CS-38         CS-39         CS-40         CS-41         CS-42         CS-43         CS-44         CS-45         CS-46         CS-47         CS-48         CS-49         CS-50         CS-51         CS-52         CS-53         CS-54         CS-55         CS-56         CS-57         CS-58         CS-59         CS-60         CS-61         CS-62         CS-63         CS-64         
0.400 2            0.999999        105.108         4115        384         561         933         1558115484    1464892652    2027252       0             5639241410    3301691319    30312775      1098529332    82854133      43435281      28841356      23417686      19677949      17101160      15054727      13446932      12128171      11048483      10130041      9355627       8682996       8111833       7601123       7155994       6757756       6402206       6078110       5790165       5529063       5290377       5068118       4863748       4678312       4505141       4341955       4191620       4055429       3924199       3804829       3687390       3577079       3477291       3378659       3286233       3198443       3116078       3038553       2962130       2886517       2813023       2738946       2670115       2594572       2518621       2434420       2340868       2235588       2116258       1980344       1822343       1645731       1449422       1232621       1005121       779121        560212        366354        209761        98918         34464         6436          
0.400 3            1               0.623777        169         1           3           12          5055047289    5030946889    2688          0             3424166676    2960005255    19009         3922090019    836209869     203477045     49281090      12114302      3043642       788248        211869        60605         18207         5900          1941          686           265           100           44            17            4             2             4             0             0             0             0             0             1             2             26            63            197           507           1405          3733          9242          21287         46028         94543         179225        320990        540519        848792        1251696       1723599       2218284       2662307       2974094       3079457       2958595       2619827       2135277       1599401       1087577       674424        375390        187524        82773         32057         10791         2980          676           124           16            1             0             
0.300 0            0.999998        277.31          6119        773         1008        1514        1004941539    904816602     4485292       0             5371877314    2844736655    81499587      568123654     54113585      37525986      29075524      23810322      20069471      17298951      15180011      13508002      12159384      11061900      10137989      9358063       8686168       8110577       7600273       7162141       6757624       6397055       6084840       5794329       5531344       5290205       5071485       4866127       4676177       4507937       4344565       4193526       4054915       3926876       3803877       3686089       3579499       3477677       3378253       3287078       3200914       3121046       3039668       2963781       2895163       2828726       2766397       2700177       2647172       2587195       2534607       2481218       2428134       2377233       2326137       2270282       2211973       2145119       2060184       1953666       1821474       1647122       1429584       1166819       863711        543281        239277        
0.300 1            1               6.76859         3465        2           9           184         3598673334    3555800183    1742191       0             2697218639    2003869631    13198412      2615382499    460904909     213569036     113195805     64524899      36933485      19319460      10780132      6036941       3372661       1888586       1050132       588305        329037        185199        106626        63026         40517         28529         23948         29659         53538         105265        185472        284535        376917        432500        434919        382325        301687        221819        166719        152452        185611        275233        428197        657273        971775        1375188       1861664       2405431       2964890       3490096       3904417       4166008       4215482       4052692       3688965       3185321       2599769       2009308       1480376       1049708       733529        513615        365925        259759        176552        108909        59124         25906         8825          2044          203           
0.300 2            0.999999        89.5156         5693        333         532         968         1731700283    1641157573    1771118       0             3456971108    2066976837    12212342      1270893423    91801395      44304380      26929528      22280259      18726879      16553281      14690306      13236616      11993936      10960317      10074816      9321608       8667504       8096697       7591539       7151939       6753850       6397582       6083379       5789520       5527748       5290281       5068397       4867042       4679377       4505049       4344590       4194201       4056111       3920902       3800601       3682770       3575452       3473607       3371148       3278365       3187223       3099599       3016667       2931306       2846492       2759867       2675039       2587980       2487004       2387359       2277342       2156533       2026975       1883940       1727067       1562472       1384923       1198370       1010638       818461        635431        463168        312739        188641        95561         37103         7988          
0.300 3            1               0.498536        194         1           2           12          5403900315    5385002099    5818          0             2467385517    2197083585    25176         4307776986    865101774     168532207     32812502      6464026       1288501       260588        54508         11817         2788          653           160           49            9             6             2             0             0             1             0             0             0             0             0             0             0             0             0             0             1             6             19            70            212           702           1924          4932          12204         28849         62158         125555        235209        412789        672959        1019727       1434278       1870109       2251004       2501010       2554174       2385027       2026818       1566418       1090089       676598        372472        179145        74092         25781         7416          1701          260           30            0             
0.200 0            0.999998        218.049         7670        700         984         1620        1276670717    1179368773    3799198       0             2618058162    1392482382    24673744      850893072     53928382      35501707      27237485      22673549      19414793      16927210      14975248      13400886      12099765      11029708      10115906      9348488       8677331       8105824       7603011       7160025       6759081       6394151       6082947       5793725       5528134       5289971       5071946       4865080       4680515       4508172       4341721       4196339       4055858       3925312       3802208       3682347       3577730       3475228       3378183       3286302       3202725       3117425       3037296       2965632       2893125       2828360       2763018       2694579       2628697       2567468       2502174       2432538       2362688       2285892       2199704       2102916       1994475       1867495       1718789       1555831       1369635       1169875       950434        727486        509570        304693        130857        
0.200 1            1               5.2207          3273        1           4           150         4154678548    4122321821    806162        0             1676592640    1343990392    3086559       3196528950    469651988     214116761     110077961     61285425      34595784      15007695      7714173       3973078       2029775       1031536       516924        262567        133427        67792         34671         18286         10901         7594          5664          4511          6434          15223         38277         80520         141046        204041        244210        245426        207211        149798        94485         55970         37961         37673         54906         90725         153073        252943        404143        620265        909893        1279004       1708812       2180342       2643213       3043683       3325551       3431270       3352837       3075816       2655115       2143651       1621083       1151636       773069        496358        308847        185572        104258        52065         20127         5726          827           
0.200 2            0.999999        75.5708         6521        266         516         1090        2062408828    1976627645    2210669       0             1953009508    1221450007    5937583       1615916093    98203593      42636303      22811633      20018560      16486081      15256908      13565664      12536595      11421540      10595189      9796780       9129722       8523735       8000887       7522416       7104475       6717658       6375490       6062469       5779870       5513604       5280693       5060110       4856206       4671222       4496717       4336145       4183948       4040468       3904258       3778850       3654136       3539965       3429861       3323800       3214331       3108085       3004000       2898573       2798961       2686661       2577556       2463061       2345816       2226384       2098893       1964711       1826365       1684952       1536177       1385363       1230872       1075885       923146        773327        630832        493509        368423        257154        164448        90375         39415         9909          
0.200 3            1               0.418382        271         0           1           13          5806897193    5793889669    23676         0             1603448499    1478155262    56169         4753915070    892154228     124458487     18301194      2684563       395668        58719         8787          1291          199           35            3             2             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             3             15            46            184           614           1749          5071          12776         30892         67058         133776        246457        420647        658870        952310        1268592       1556031       1757734       1827107       1729297       1485089       1144587       783859        464546        233608        97216         31825         7679          1215          94            
